region,comuna,date,WeeklyCases,week,CumCases,Pop
Araucania,Saavedra,Week 9: 04/19 to 04/25,0,9,0,12793
Araucania,Saavedra,Week 6: 03/29 to 04/04,0,6,0,12793
Araucania,Saavedra,Week 7: 04/05 to 04/11,0,7,0,12793
Maule,Sagrada Familia,Week 16: 06/07 to 06/13,0,16,0,19469
Maule,Sagrada Familia,Week 1: 02/23 to 02/29,0,1,0,19469
Maule,Sagrada Familia,Week 3: 03/08 to 03/14,0,3,0,19469
Maule,Sagrada Familia,Week 6: 03/29 to 04/04,0,6,0,19469
Maule,Sagrada Familia,Week 15: 05/31 to 06/06,0,15,0,19469
Maule,Sagrada Familia,Week 2: 03/01 to 03/07,0,2,0,19469
Maule,Sagrada Familia,Week 7: 04/05 to 04/11,0,7,0,19469
Maule,Sagrada Familia,Week 9: 04/19 to 04/25,0,9,0,19469
Maule,Sagrada Familia,Week 5: 03/22 to 03/28,0,5,0,19469
Maule,Sagrada Familia,Week 12: 05/10 to 05/16,0,12,0,19469
Maule,Sagrada Familia,Week 13: 05/17 to 05/23,0,13,0,19469
Maule,Sagrada Familia,Week 0: 02/16 to 02/22,0,0,0,19469
Maule,Sagrada Familia,Week 10: 04/26 to 05/02,0,10,0,19469
Maule,Sagrada Familia,Week 11: 05/03 to 05/09,0,11,0,19469
Maule,Sagrada Familia,Week 8: 04/12 to 04/18,0,8,0,19469
Maule,Sagrada Familia,Week 4: 03/15 to 03/21,0,4,0,19469
Maule,Sagrada Familia,Week 14: 05/24 to 05/30,0,14,0,19469
Coquimbo,Salamanca,Week 0: 02/16 to 02/22,0,0,0,29110
Coquimbo,Salamanca,Week 16: 06/07 to 06/13,0,16,0,29110
Coquimbo,Salamanca,Week 8: 04/12 to 04/18,0,8,0,29110
Coquimbo,Salamanca,Week 13: 05/17 to 05/23,0,13,0,29110
Coquimbo,Salamanca,Week 15: 05/31 to 06/06,0,15,0,29110
Coquimbo,Salamanca,Week 2: 03/01 to 03/07,0,2,0,29110
Coquimbo,Salamanca,Week 10: 04/26 to 05/02,0,10,0,29110
Coquimbo,Salamanca,Week 4: 03/15 to 03/21,0,4,0,29110
Coquimbo,Salamanca,Week 14: 05/24 to 05/30,0,14,0,29110
Coquimbo,Salamanca,Week 1: 02/23 to 02/29,0,1,0,29110
Coquimbo,Salamanca,Week 3: 03/08 to 03/14,0,3,0,29110
Coquimbo,Salamanca,Week 12: 05/10 to 05/16,0,12,0,29110
Coquimbo,Salamanca,Week 9: 04/19 to 04/25,0,9,0,29110
Coquimbo,Salamanca,Week 11: 05/03 to 05/09,0,11,0,29110
Coquimbo,Salamanca,Week 7: 04/05 to 04/11,0,7,0,29110
Coquimbo,Salamanca,Week 5: 03/22 to 03/28,0,5,0,29110
Coquimbo,Salamanca,Week 6: 03/29 to 04/04,0,6,0,29110
Valparaiso,San Antonio,Week 10: 04/26 to 05/02,0,10,0,96761
Valparaiso,San Antonio,Week 6: 03/29 to 04/04,0,6,0,96761
Valparaiso,San Antonio,Week 9: 04/19 to 04/25,0,9,0,96761
Valparaiso,San Antonio,Week 8: 04/12 to 04/18,0,8,0,96761
Valparaiso,San Antonio,Week 3: 03/08 to 03/14,0,3,0,96761
Valparaiso,San Antonio,Week 11: 05/03 to 05/09,0,11,0,96761
Valparaiso,San Antonio,Week 14: 05/24 to 05/30,0,14,0,96761
Valparaiso,San Antonio,Week 4: 03/15 to 03/21,0,4,0,96761
Valparaiso,San Antonio,Week 1: 02/23 to 02/29,0,1,0,96761
Valparaiso,San Antonio,Week 5: 03/22 to 03/28,0,5,0,96761
Valparaiso,San Antonio,Week 2: 03/01 to 03/07,0,2,0,96761
Valparaiso,San Antonio,Week 13: 05/17 to 05/23,0,13,0,96761
Valparaiso,San Antonio,Week 12: 05/10 to 05/16,0,12,0,96761
Valparaiso,San Antonio,Week 0: 02/16 to 02/22,0,0,0,96761
Valparaiso,San Antonio,Week 16: 06/07 to 06/13,0,16,0,96761
Valparaiso,San Antonio,Week 15: 05/31 to 06/06,0,15,0,96761
Valparaiso,San Antonio,Week 7: 04/05 to 04/11,0,7,0,96761
Metropolitana,San Bernardo,Week 15: 05/31 to 06/06,0,15,0,334836
Metropolitana,San Bernardo,Week 6: 03/29 to 04/04,0,6,0,334836
Metropolitana,San Bernardo,Week 0: 02/16 to 02/22,0,0,0,334836
Metropolitana,San Bernardo,Week 2: 03/01 to 03/07,0,2,0,334836
Metropolitana,San Bernardo,Week 8: 04/12 to 04/18,0,8,0,334836
Metropolitana,San Bernardo,Week 1: 02/23 to 02/29,0,1,0,334836
Metropolitana,San Bernardo,Week 11: 05/03 to 05/09,0,11,0,334836
Metropolitana,San Bernardo,Week 13: 05/17 to 05/23,0,13,0,334836
Metropolitana,San Bernardo,Week 14: 05/24 to 05/30,0,14,0,334836
Metropolitana,San Bernardo,Week 5: 03/22 to 03/28,0,5,0,334836
Metropolitana,San Bernardo,Week 7: 04/05 to 04/11,0,7,0,334836
Metropolitana,San Bernardo,Week 9: 04/19 to 04/25,0,9,0,334836
Metropolitana,San Bernardo,Week 16: 06/07 to 06/13,0,16,0,334836
Metropolitana,San Bernardo,Week 4: 03/15 to 03/21,0,4,0,334836
Metropolitana,San Bernardo,Week 12: 05/10 to 05/16,0,12,0,334836
Metropolitana,San Bernardo,Week 10: 04/26 to 05/02,0,10,0,334836
Metropolitana,San Bernardo,Week 3: 03/08 to 03/14,0,3,0,334836
Nuble,San Carlos,Week 9: 04/19 to 04/25,0,9,0,56252
Nuble,San Carlos,Week 6: 03/29 to 04/04,0,6,0,56252
Nuble,San Carlos,Week 11: 05/03 to 05/09,0,11,0,56252
Nuble,San Carlos,Week 3: 03/08 to 03/14,0,3,0,56252
Nuble,San Carlos,Week 15: 05/31 to 06/06,0,15,0,56252
Nuble,San Carlos,Week 4: 03/15 to 03/21,0,4,0,56252
Nuble,San Carlos,Week 1: 02/23 to 02/29,0,1,0,56252
Nuble,San Carlos,Week 0: 02/16 to 02/22,0,0,0,56252
Nuble,San Carlos,Week 14: 05/24 to 05/30,0,14,0,56252
Nuble,San Carlos,Week 5: 03/22 to 03/28,0,5,0,56252
Nuble,San Carlos,Week 16: 06/07 to 06/13,0,16,0,56252
Nuble,San Carlos,Week 2: 03/01 to 03/07,0,2,0,56252
Nuble,San Carlos,Week 13: 05/17 to 05/23,0,13,0,56252
Nuble,San Carlos,Week 8: 04/12 to 04/18,0,8,0,56252
Nuble,San Carlos,Week 7: 04/05 to 04/11,0,7,0,56252
Nuble,San Carlos,Week 10: 04/26 to 05/02,0,10,0,56252
Nuble,San Carlos,Week 12: 05/10 to 05/16,0,12,0,56252
Maule,San Clemente,Week 9: 04/19 to 04/25,0,9,0,46292
Maule,San Clemente,Week 11: 05/03 to 05/09,0,11,0,46292
Maule,San Clemente,Week 14: 05/24 to 05/30,0,14,0,46292
Maule,San Clemente,Week 1: 02/23 to 02/29,0,1,0,46292
Maule,San Clemente,Week 16: 06/07 to 06/13,0,16,0,46292
Maule,San Clemente,Week 7: 04/05 to 04/11,0,7,0,46292
Maule,San Clemente,Week 15: 05/31 to 06/06,0,15,0,46292
Maule,San Clemente,Week 2: 03/01 to 03/07,0,2,0,46292
Maule,San Clemente,Week 6: 03/29 to 04/04,0,6,0,46292
Maule,San Clemente,Week 0: 02/16 to 02/22,0,0,0,46292
Maule,San Clemente,Week 13: 05/17 to 05/23,0,13,0,46292
Maule,San Clemente,Week 12: 05/10 to 05/16,0,12,0,46292
Maule,San Clemente,Week 5: 03/22 to 03/28,0,5,0,46292
Maule,San Clemente,Week 3: 03/08 to 03/14,0,3,0,46292
Maule,San Clemente,Week 10: 04/26 to 05/02,0,10,0,46292
Maule,San Clemente,Week 4: 03/15 to 03/21,0,4,0,46292
Maule,San Clemente,Week 8: 04/12 to 04/18,0,8,0,46292
Valparaiso,San Esteban,Week 8: 04/12 to 04/18,0,8,0,20643
Valparaiso,San Esteban,Week 13: 05/17 to 05/23,0,13,0,20643
Valparaiso,San Esteban,Week 2: 03/01 to 03/07,0,2,0,20643
Valparaiso,San Esteban,Week 15: 05/31 to 06/06,0,15,0,20643
Valparaiso,San Esteban,Week 6: 03/29 to 04/04,0,6,0,20643
Valparaiso,San Esteban,Week 10: 04/26 to 05/02,0,10,0,20643
Valparaiso,San Esteban,Week 16: 06/07 to 06/13,0,16,0,20643
Valparaiso,San Esteban,Week 14: 05/24 to 05/30,0,14,0,20643
Valparaiso,San Esteban,Week 9: 04/19 to 04/25,0,9,0,20643
Valparaiso,San Esteban,Week 7: 04/05 to 04/11,0,7,0,20643
Valparaiso,San Esteban,Week 12: 05/10 to 05/16,0,12,0,20643
Valparaiso,San Esteban,Week 3: 03/08 to 03/14,0,3,0,20643
Valparaiso,San Esteban,Week 11: 05/03 to 05/09,0,11,0,20643
Valparaiso,San Esteban,Week 0: 02/16 to 02/22,0,0,0,20643
Valparaiso,San Esteban,Week 4: 03/15 to 03/21,0,4,0,20643
Valparaiso,San Esteban,Week 5: 03/22 to 03/28,0,5,0,20643
Valparaiso,San Esteban,Week 1: 02/23 to 02/29,0,1,0,20643
Nuble,San Fabian,Week 13: 05/17 to 05/23,0,13,0,4654
Nuble,San Fabian,Week 15: 05/31 to 06/06,0,15,0,4654
Nuble,San Fabian,Week 12: 05/10 to 05/16,0,12,0,4654
Nuble,San Fabian,Week 11: 05/03 to 05/09,0,11,0,4654
Nuble,San Fabian,Week 14: 05/24 to 05/30,0,14,0,4654
Nuble,San Fabian,Week 10: 04/26 to 05/02,0,10,0,4654
Nuble,San Fabian,Week 16: 06/07 to 06/13,0,16,0,4654
Nuble,San Fabian,Week 7: 04/05 to 04/11,0,7,0,4654
Nuble,San Fabian,Week 1: 02/23 to 02/29,0,1,0,4654
Nuble,San Fabian,Week 2: 03/01 to 03/07,0,2,0,4654
Nuble,San Fabian,Week 4: 03/15 to 03/21,0,4,0,4654
Nuble,San Fabian,Week 8: 04/12 to 04/18,0,8,0,4654
Nuble,San Fabian,Week 6: 03/29 to 04/04,0,6,0,4654
Nuble,San Fabian,Week 0: 02/16 to 02/22,0,0,0,4654
Nuble,San Fabian,Week 5: 03/22 to 03/28,0,5,0,4654
Nuble,San Fabian,Week 3: 03/08 to 03/14,0,3,0,4654
Nuble,San Fabian,Week 9: 04/19 to 04/25,0,9,0,4654
Valparaiso,San Felipe,Week 1: 02/23 to 02/29,0,1,0,83494
Valparaiso,San Felipe,Week 12: 05/10 to 05/16,0,12,0,83494
Valparaiso,San Felipe,Week 0: 02/16 to 02/22,0,0,0,83494
Valparaiso,San Felipe,Week 8: 04/12 to 04/18,0,8,0,83494
Valparaiso,San Felipe,Week 9: 04/19 to 04/25,0,9,0,83494
Valparaiso,San Felipe,Week 4: 03/15 to 03/21,0,4,0,83494
Valparaiso,San Felipe,Week 10: 04/26 to 05/02,0,10,0,83494
Valparaiso,San Felipe,Week 3: 03/08 to 03/14,0,3,0,83494
Valparaiso,San Felipe,Week 7: 04/05 to 04/11,0,7,0,83494
Valparaiso,San Felipe,Week 5: 03/22 to 03/28,0,5,0,83494
Valparaiso,San Felipe,Week 13: 05/17 to 05/23,0,13,0,83494
Valparaiso,San Felipe,Week 6: 03/29 to 04/04,0,6,0,83494
Valparaiso,San Felipe,Week 14: 05/24 to 05/30,0,14,0,83494
Valparaiso,San Felipe,Week 11: 05/03 to 05/09,0,11,0,83494
Valparaiso,San Felipe,Week 2: 03/01 to 03/07,0,2,0,83494
Valparaiso,San Felipe,Week 15: 05/31 to 06/06,0,15,0,83494
Valparaiso,San Felipe,Week 16: 06/07 to 06/13,0,16,0,83494
Ohiggins,San Fernando,Week 5: 03/22 to 03/28,0,5,0,78642
Ohiggins,San Fernando,Week 1: 02/23 to 02/29,0,1,0,78642
Ohiggins,San Fernando,Week 16: 06/07 to 06/13,0,16,0,78642
Ohiggins,San Fernando,Week 7: 04/05 to 04/11,0,7,0,78642
Ohiggins,San Fernando,Week 6: 03/29 to 04/04,0,6,0,78642
Ohiggins,San Fernando,Week 2: 03/01 to 03/07,0,2,0,78642
Ohiggins,San Fernando,Week 15: 05/31 to 06/06,0,15,0,78642
Ohiggins,San Fernando,Week 11: 05/03 to 05/09,0,11,0,78642
Ohiggins,San Fernando,Week 10: 04/26 to 05/02,0,10,0,78642
Ohiggins,San Fernando,Week 8: 04/12 to 04/18,0,8,0,78642
Ohiggins,San Fernando,Week 9: 04/19 to 04/25,0,9,0,78642
Ohiggins,San Fernando,Week 14: 05/24 to 05/30,0,14,0,78642
Ohiggins,San Fernando,Week 0: 02/16 to 02/22,0,0,0,78642
Ohiggins,San Fernando,Week 4: 03/15 to 03/21,0,4,0,78642
Ohiggins,San Fernando,Week 12: 05/10 to 05/16,0,12,0,78642
Ohiggins,San Fernando,Week 13: 05/17 to 05/23,0,13,0,78642
Ohiggins,San Fernando,Week 3: 03/08 to 03/14,0,3,0,78642
Magallanes,San Gregorio,Week 1: 02/23 to 02/29,0,1,0,681
Magallanes,San Gregorio,Week 4: 03/15 to 03/21,0,4,0,681
Magallanes,San Gregorio,Week 3: 03/08 to 03/14,0,3,0,681
Magallanes,San Gregorio,Week 16: 06/07 to 06/13,0,16,0,681
Magallanes,San Gregorio,Week 5: 03/22 to 03/28,0,5,0,681
Magallanes,San Gregorio,Week 2: 03/01 to 03/07,0,2,0,681
Magallanes,San Gregorio,Week 8: 04/12 to 04/18,0,8,0,681
Magallanes,San Gregorio,Week 0: 02/16 to 02/22,0,0,0,681
Magallanes,San Gregorio,Week 12: 05/10 to 05/16,0,12,0,681
Magallanes,San Gregorio,Week 14: 05/24 to 05/30,0,14,0,681
Magallanes,San Gregorio,Week 6: 03/29 to 04/04,0,6,0,681
Magallanes,San Gregorio,Week 11: 05/03 to 05/09,0,11,0,681
Magallanes,San Gregorio,Week 15: 05/31 to 06/06,0,15,0,681
Magallanes,San Gregorio,Week 9: 04/19 to 04/25,0,9,0,681
Magallanes,San Gregorio,Week 13: 05/17 to 05/23,0,13,0,681
Magallanes,San Gregorio,Week 10: 04/26 to 05/02,0,10,0,681
Magallanes,San Gregorio,Week 7: 04/05 to 04/11,0,7,0,681
Nuble,San Ignacio,Week 1: 02/23 to 02/29,0,1,0,16624
Nuble,San Ignacio,Week 12: 05/10 to 05/16,0,12,0,16624
Nuble,San Ignacio,Week 3: 03/08 to 03/14,0,3,0,16624
Nuble,San Ignacio,Week 7: 04/05 to 04/11,0,7,0,16624
Nuble,San Ignacio,Week 8: 04/12 to 04/18,0,8,0,16624
Nuble,San Ignacio,Week 14: 05/24 to 05/30,0,14,0,16624
Nuble,San Ignacio,Week 9: 04/19 to 04/25,0,9,0,16624
Nuble,San Ignacio,Week 2: 03/01 to 03/07,0,2,0,16624
Nuble,San Ignacio,Week 6: 03/29 to 04/04,0,6,0,16624
Nuble,San Ignacio,Week 0: 02/16 to 02/22,0,0,0,16624
Nuble,San Ignacio,Week 13: 05/17 to 05/23,0,13,0,16624
Nuble,San Ignacio,Week 16: 06/07 to 06/13,0,16,0,16624
Nuble,San Ignacio,Week 15: 05/31 to 06/06,0,15,0,16624
Nuble,San Ignacio,Week 10: 04/26 to 05/02,0,10,0,16624
Nuble,San Ignacio,Week 4: 03/15 to 03/21,0,4,0,16624
Nuble,San Ignacio,Week 5: 03/22 to 03/28,0,5,0,16624
Nuble,San Ignacio,Week 11: 05/03 to 05/09,0,11,0,16624
Maule,San Javier,Week 11: 05/03 to 05/09,0,11,0,49451
Maule,San Javier,Week 16: 06/07 to 06/13,0,16,0,49451
Maule,San Javier,Week 1: 02/23 to 02/29,0,1,0,49451
Maule,San Javier,Week 14: 05/24 to 05/30,0,14,0,49451
Maule,San Javier,Week 6: 03/29 to 04/04,0,6,0,49451
Maule,San Javier,Week 9: 04/19 to 04/25,0,9,0,49451
Maule,San Javier,Week 5: 03/22 to 03/28,0,5,0,49451
Maule,San Javier,Week 12: 05/10 to 05/16,0,12,0,49451
Maule,San Javier,Week 13: 05/17 to 05/23,0,13,0,49451
Maule,San Javier,Week 15: 05/31 to 06/06,0,15,0,49451
Maule,San Javier,Week 3: 03/08 to 03/14,0,3,0,49451
Maule,San Javier,Week 10: 04/26 to 05/02,0,10,0,49451
Maule,San Javier,Week 4: 03/15 to 03/21,0,4,0,49451
Maule,San Javier,Week 2: 03/01 to 03/07,0,2,0,49451
Maule,San Javier,Week 7: 04/05 to 04/11,0,7,0,49451
Maule,San Javier,Week 8: 04/12 to 04/18,0,8,0,49451
Maule,San Javier,Week 0: 02/16 to 02/22,0,0,0,49451
Metropolitana,San Joaquin,Week 1: 02/23 to 02/29,0,1,0,103485
Metropolitana,San Joaquin,Week 10: 04/26 to 05/02,0,10,0,103485
Metropolitana,San Joaquin,Week 12: 05/10 to 05/16,0,12,0,103485
Metropolitana,San Joaquin,Week 11: 05/03 to 05/09,0,11,0,103485
Metropolitana,San Joaquin,Week 5: 03/22 to 03/28,0,5,0,103485
Metropolitana,San Joaquin,Week 16: 06/07 to 06/13,0,16,0,103485
Metropolitana,San Joaquin,Week 3: 03/08 to 03/14,0,3,0,103485
Metropolitana,San Joaquin,Week 15: 05/31 to 06/06,0,15,0,103485
Metropolitana,San Joaquin,Week 6: 03/29 to 04/04,0,6,0,103485
Metropolitana,San Joaquin,Week 4: 03/15 to 03/21,0,4,0,103485
Metropolitana,San Joaquin,Week 0: 02/16 to 02/22,0,0,0,103485
Metropolitana,San Joaquin,Week 9: 04/19 to 04/25,0,9,0,103485
Metropolitana,San Joaquin,Week 2: 03/01 to 03/07,0,2,0,103485
Metropolitana,San Joaquin,Week 13: 05/17 to 05/23,0,13,0,103485
Metropolitana,San Joaquin,Week 14: 05/24 to 05/30,0,14,0,103485
Metropolitana,San Joaquin,Week 7: 04/05 to 04/11,0,7,0,103485
Metropolitana,San Joaquin,Week 8: 04/12 to 04/18,0,8,0,103485
Metropolitana,San Jose de Maipo,Week 3: 03/08 to 03/14,0,3,0,18644
Metropolitana,San Jose de Maipo,Week 14: 05/24 to 05/30,0,14,0,18644
Metropolitana,San Jose de Maipo,Week 16: 06/07 to 06/13,0,16,0,18644
Metropolitana,San Jose de Maipo,Week 2: 03/01 to 03/07,0,2,0,18644
Metropolitana,San Jose de Maipo,Week 12: 05/10 to 05/16,0,12,0,18644
Metropolitana,San Jose de Maipo,Week 7: 04/05 to 04/11,0,7,0,18644
Metropolitana,San Jose de Maipo,Week 11: 05/03 to 05/09,0,11,0,18644
Metropolitana,San Jose de Maipo,Week 8: 04/12 to 04/18,0,8,0,18644
Metropolitana,San Jose de Maipo,Week 9: 04/19 to 04/25,0,9,0,18644
Metropolitana,San Jose de Maipo,Week 13: 05/17 to 05/23,0,13,0,18644
Metropolitana,San Jose de Maipo,Week 1: 02/23 to 02/29,0,1,0,18644
Metropolitana,San Jose de Maipo,Week 5: 03/22 to 03/28,0,5,0,18644
Metropolitana,San Jose de Maipo,Week 0: 02/16 to 02/22,0,0,0,18644
Metropolitana,San Jose de Maipo,Week 6: 03/29 to 04/04,0,6,0,18644
Metropolitana,San Jose de Maipo,Week 15: 05/31 to 06/06,0,15,0,18644
Metropolitana,San Jose de Maipo,Week 10: 04/26 to 05/02,0,10,0,18644
Metropolitana,San Jose de Maipo,Week 4: 03/15 to 03/21,0,4,0,18644
Los Lagos,San Juan de la Costa,Week 3: 03/08 to 03/14,0,3,0,7639
Los Lagos,San Juan de la Costa,Week 0: 02/16 to 02/22,0,0,0,7639
Los Lagos,San Juan de la Costa,Week 1: 02/23 to 02/29,0,1,0,7639
Los Lagos,San Juan de la Costa,Week 9: 04/19 to 04/25,0,9,0,7639
Los Lagos,San Juan de la Costa,Week 6: 03/29 to 04/04,0,6,0,7639
Los Lagos,San Juan de la Costa,Week 10: 04/26 to 05/02,0,10,0,7639
Los Lagos,San Juan de la Costa,Week 7: 04/05 to 04/11,0,7,0,7639
Los Lagos,San Juan de la Costa,Week 15: 05/31 to 06/06,0,15,0,7639
Los Lagos,San Juan de la Costa,Week 16: 06/07 to 06/13,0,16,0,7639
Los Lagos,San Juan de la Costa,Week 5: 03/22 to 03/28,0,5,0,7639
Los Lagos,San Juan de la Costa,Week 2: 03/01 to 03/07,0,2,0,7639
Los Lagos,San Juan de la Costa,Week 8: 04/12 to 04/18,0,8,0,7639
Los Lagos,San Juan de la Costa,Week 4: 03/15 to 03/21,0,4,0,7639
Los Lagos,San Juan de la Costa,Week 13: 05/17 to 05/23,0,13,0,7639
Los Lagos,San Juan de la Costa,Week 14: 05/24 to 05/30,0,14,0,7639
Los Lagos,San Juan de la Costa,Week 11: 05/03 to 05/09,0,11,0,7639
Los Lagos,San Juan de la Costa,Week 12: 05/10 to 05/16,0,12,0,7639
Metropolitana,San Miguel,Week 15: 05/31 to 06/06,0,15,0,133059
Metropolitana,San Miguel,Week 13: 05/17 to 05/23,0,13,0,133059
Metropolitana,San Miguel,Week 5: 03/22 to 03/28,0,5,0,133059
Metropolitana,San Miguel,Week 10: 04/26 to 05/02,0,10,0,133059
Metropolitana,San Miguel,Week 11: 05/03 to 05/09,0,11,0,133059
Metropolitana,San Miguel,Week 14: 05/24 to 05/30,0,14,0,133059
Metropolitana,San Miguel,Week 2: 03/01 to 03/07,0,2,0,133059
Metropolitana,San Miguel,Week 12: 05/10 to 05/16,0,12,0,133059
Metropolitana,San Miguel,Week 7: 04/05 to 04/11,0,7,0,133059
Metropolitana,San Miguel,Week 0: 02/16 to 02/22,0,0,0,133059
Metropolitana,San Miguel,Week 1: 02/23 to 02/29,0,1,0,133059
Metropolitana,San Miguel,Week 6: 03/29 to 04/04,0,6,0,133059
Metropolitana,San Miguel,Week 9: 04/19 to 04/25,0,9,0,133059
Metropolitana,San Miguel,Week 16: 06/07 to 06/13,0,16,0,133059
Metropolitana,San Miguel,Week 4: 03/15 to 03/21,0,4,0,133059
Metropolitana,San Miguel,Week 3: 03/08 to 03/14,0,3,0,133059
Metropolitana,San Miguel,Week 8: 04/12 to 04/18,0,8,0,133059
Nuble,San Nicolas,Week 9: 04/19 to 04/25,0,9,0,12172
Nuble,San Nicolas,Week 11: 05/03 to 05/09,0,11,0,12172
Nuble,San Nicolas,Week 8: 04/12 to 04/18,0,8,0,12172
Nuble,San Nicolas,Week 15: 05/31 to 06/06,0,15,0,12172
Nuble,San Nicolas,Week 7: 04/05 to 04/11,0,7,0,12172
Nuble,San Nicolas,Week 2: 03/01 to 03/07,0,2,0,12172
Nuble,San Nicolas,Week 4: 03/15 to 03/21,0,4,0,12172
Nuble,San Nicolas,Week 12: 05/10 to 05/16,0,12,0,12172
Nuble,San Nicolas,Week 6: 03/29 to 04/04,0,6,0,12172
Nuble,San Nicolas,Week 16: 06/07 to 06/13,0,16,0,12172
Nuble,San Nicolas,Week 13: 05/17 to 05/23,0,13,0,12172
Nuble,San Nicolas,Week 5: 03/22 to 03/28,0,5,0,12172
Nuble,San Nicolas,Week 14: 05/24 to 05/30,0,14,0,12172
Nuble,San Nicolas,Week 10: 04/26 to 05/02,0,10,0,12172
Nuble,San Nicolas,Week 3: 03/08 to 03/14,0,3,0,12172
Nuble,San Nicolas,Week 1: 02/23 to 02/29,0,1,0,12172
Nuble,San Nicolas,Week 0: 02/16 to 02/22,0,0,0,12172
Los Lagos,San Pablo,Week 14: 05/24 to 05/30,0,14,0,10553
Los Lagos,San Pablo,Week 10: 04/26 to 05/02,0,10,0,10553
Los Lagos,San Pablo,Week 1: 02/23 to 02/29,0,1,0,10553
Los Lagos,San Pablo,Week 6: 03/29 to 04/04,0,6,0,10553
Los Lagos,San Pablo,Week 11: 05/03 to 05/09,0,11,0,10553
Los Lagos,San Pablo,Week 4: 03/15 to 03/21,0,4,0,10553
Los Lagos,San Pablo,Week 8: 04/12 to 04/18,0,8,0,10553
Los Lagos,San Pablo,Week 2: 03/01 to 03/07,0,2,0,10553
Los Lagos,San Pablo,Week 13: 05/17 to 05/23,0,13,0,10553
Los Lagos,San Pablo,Week 7: 04/05 to 04/11,0,7,0,10553
Los Lagos,San Pablo,Week 0: 02/16 to 02/22,0,0,0,10553
Los Lagos,San Pablo,Week 9: 04/19 to 04/25,0,9,0,10553
Los Lagos,San Pablo,Week 12: 05/10 to 05/16,0,12,0,10553
Los Lagos,San Pablo,Week 15: 05/31 to 06/06,0,15,0,10553
Los Lagos,San Pablo,Week 16: 06/07 to 06/13,0,16,0,10553
Los Lagos,San Pablo,Week 3: 03/08 to 03/14,0,3,0,10553
Los Lagos,San Pablo,Week 5: 03/22 to 03/28,0,5,0,10553
Metropolitana,San Pedro,Week 1: 02/23 to 02/29,0,1,0,11953
Metropolitana,San Pedro,Week 10: 04/26 to 05/02,0,10,0,11953
Metropolitana,San Pedro,Week 16: 06/07 to 06/13,0,16,0,11953
Metropolitana,San Pedro,Week 3: 03/08 to 03/14,0,3,0,11953
Metropolitana,San Pedro,Week 8: 04/12 to 04/18,0,8,0,11953
Metropolitana,San Pedro,Week 6: 03/29 to 04/04,0,6,0,11953
Metropolitana,San Pedro,Week 2: 03/01 to 03/07,0,2,0,11953
Metropolitana,San Pedro,Week 9: 04/19 to 04/25,0,9,0,11953
Metropolitana,San Pedro,Week 15: 05/31 to 06/06,0,15,0,11953
Metropolitana,San Pedro,Week 14: 05/24 to 05/30,0,14,0,11953
Metropolitana,San Pedro,Week 0: 02/16 to 02/22,0,0,0,11953
Metropolitana,San Pedro,Week 4: 03/15 to 03/21,0,4,0,11953
Metropolitana,San Pedro,Week 5: 03/22 to 03/28,0,5,0,11953
Metropolitana,San Pedro,Week 11: 05/03 to 05/09,0,11,0,11953
Metropolitana,San Pedro,Week 12: 05/10 to 05/16,0,12,0,11953
Metropolitana,San Pedro,Week 7: 04/05 to 04/11,0,7,0,11953
Metropolitana,San Pedro,Week 13: 05/17 to 05/23,0,13,0,11953
Antofagasta,San Pedro de Atacama,Week 3: 03/08 to 03/14,0,3,0,10434
Antofagasta,San Pedro de Atacama,Week 5: 03/22 to 03/28,0,5,0,10434
Antofagasta,San Pedro de Atacama,Week 6: 03/29 to 04/04,0,6,0,10434
Antofagasta,San Pedro de Atacama,Week 12: 05/10 to 05/16,0,12,0,10434
Antofagasta,San Pedro de Atacama,Week 1: 02/23 to 02/29,0,1,0,10434
Antofagasta,San Pedro de Atacama,Week 10: 04/26 to 05/02,0,10,0,10434
Antofagasta,San Pedro de Atacama,Week 8: 04/12 to 04/18,0,8,0,10434
Antofagasta,San Pedro de Atacama,Week 16: 06/07 to 06/13,0,16,0,10434
Antofagasta,San Pedro de Atacama,Week 14: 05/24 to 05/30,0,14,0,10434
Antofagasta,San Pedro de Atacama,Week 2: 03/01 to 03/07,0,2,0,10434
Antofagasta,San Pedro de Atacama,Week 0: 02/16 to 02/22,0,0,0,10434
Antofagasta,San Pedro de Atacama,Week 4: 03/15 to 03/21,0,4,0,10434
Antofagasta,San Pedro de Atacama,Week 13: 05/17 to 05/23,0,13,0,10434
Antofagasta,San Pedro de Atacama,Week 7: 04/05 to 04/11,0,7,0,10434
Antofagasta,San Pedro de Atacama,Week 11: 05/03 to 05/09,0,11,0,10434
Antofagasta,San Pedro de Atacama,Week 9: 04/19 to 04/25,0,9,0,10434
Antofagasta,San Pedro de Atacama,Week 15: 05/31 to 06/06,0,15,0,10434
Biobio,San Pedro de la Paz,Week 3: 03/08 to 03/14,0,3,0,145906
Biobio,San Pedro de la Paz,Week 8: 04/12 to 04/18,0,8,0,145906
Biobio,San Pedro de la Paz,Week 5: 03/22 to 03/28,0,5,0,145906
Biobio,San Pedro de la Paz,Week 1: 02/23 to 02/29,0,1,0,145906
Biobio,San Pedro de la Paz,Week 0: 02/16 to 02/22,0,0,0,145906
Biobio,San Pedro de la Paz,Week 15: 05/31 to 06/06,0,15,0,145906
